"freqMin","freqMax","start","end","quality","comment","file"
101.3,2973.6,"2023-06-21T00:00:00Z","2023-06-21T08:30:00Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230621.nc"
175.7,934.1,"2023-06-21T19:18:25Z","2023-06-22T00:00:00Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230621.nc"
19,65.5,"2023-06-21T02:53:29Z","2023-06-21T19:56:22Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230621.nc"
19,148.1,"2023-06-21T19:55:21Z","2023-06-22T00:00:00Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230621.nc"
88.7,2809,"2023-06-23T00:00:00Z","2023-06-23T09:19:15Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230623.nc"
65.5,1365.4,"2023-06-23T17:13:14Z","2023-06-23T23:57:28Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230623.nc"
19,72,"2023-06-23T00:02:09Z","2023-06-23T11:01:50Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230623.nc"
19,44,"2023-06-23T11:18:15Z","2023-06-24T00:00:00Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230623.nc"
68,2917.7,"2023-06-25T00:00:00Z","2023-06-25T09:11:02Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230625.nc"
73.4,1027.1,"2023-06-25T17:21:55Z","2023-06-26T00:00:00Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230625.nc"
19,54.2,"2023-06-25T01:04:44Z","2023-06-25T06:02:15Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230625.nc"
19,52.2,"2023-06-25T07:34:36Z","2023-06-25T12:05:27Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230625.nc"
19,52.2,"2023-06-25T13:41:53Z","2023-06-25T18:11:43Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230625.nc"
19,44.8,"2023-06-25T19:19:26Z","2023-06-26T00:00:00Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230625.nc"
88.7,3269.7,"2023-06-27T00:01:02Z","2023-06-27T09:16:56Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230627.nc"
122.5,1046.8,"2023-06-27T18:08:15Z","2023-06-28T00:00:00Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230627.nc"
22.6,47.4,"2023-06-27T00:02:09Z","2023-06-28T00:00:00Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230627.nc"
70.7,934.1,"2023-06-29T00:01:07Z","2023-06-29T08:30:00Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230629.nc"
882.4,2973.6,"2023-06-29T00:00:00Z","2023-06-30T00:00:00Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230629.nc"
111.4,729.8,"2023-06-29T19:42:00Z","2023-06-30T00:00:00Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230629.nc"
22.6,45.7,"2023-06-29T00:00:00Z","2023-06-30T00:00:00Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230629.nc"
68,4430.2,"2023-07-01T00:00:00Z","2023-07-01T08:57:42Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230701.nc"
65.5,716.1,"2023-07-01T21:29:44Z","2023-07-02T00:00:00Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230701.nc"
1007.8,2653.5,"2023-07-01T00:09:20Z","2023-07-02T00:00:00Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230701.nc"
21,45.7,"2023-07-01T00:00:00Z","2023-07-02T00:00:00Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230701.nc"
68,5778.8,"2023-07-03T00:00:00Z","2023-07-03T09:07:57Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230703.nc"
134.7,1129.4,"2023-07-03T18:54:16Z","2023-07-04T00:00:00Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230703.nc"
19,40.7,"2023-07-03T00:09:20Z","2023-07-04T00:00:00Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230703.nc"
833.5,2554.7,"2023-07-03T00:04:12Z","2023-07-04T00:00:00Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230703.nc"
53.1,6234.7,"2023-07-05T00:00:00Z","2023-07-05T09:13:05Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230705.nc"
122.5,1087.3,"2023-07-05T18:45:35Z","2023-07-05T23:54:24Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230705.nc"
849.5,2704.4,"2023-07-05T00:00:00Z","2023-07-06T00:00:00Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230705.nc"
21,42.3,"2023-07-05T04:21:43Z","2023-07-05T07:34:36Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230705.nc"
21,39.2,"2023-07-05T09:01:48Z","2023-07-05T13:54:12Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230705.nc"
20.2,42.3,"2023-07-05T16:04:30Z","2023-07-05T19:52:16Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230705.nc"
20.2,48.3,"2023-07-05T22:02:34Z","2023-07-06T00:00:00Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230705.nc"
59.6,5778.8,"2023-07-07T00:00:00Z","2023-07-07T09:16:10Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230707.nc"
54.2,1066.8,"2023-07-07T19:25:35Z","2023-07-08T00:00:00Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230707.nc"
882.4,2603.6,"2023-07-07T00:06:15Z","2023-07-08T00:00:00Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230707.nc"
61.9,4601.6,"2023-07-09T00:00:00Z","2023-07-09T09:27:27Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230709.nc"
1007.8,2756.2,"2023-07-09T00:00:00Z","2023-07-09T23:57:28Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230709.nc"
162.9,1087.3,"2023-07-09T20:29:12Z","2023-07-10T00:00:00Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230709.nc"
60.7,8288.6,"2023-07-11T00:00:00Z","2023-07-11T09:20:16Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230711.nc"
127.3,1007.8,"2023-07-11T20:50:45Z","2023-07-12T00:00:00Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230711.nc"
49.3,6600.1,"2023-07-13T00:00:00Z","2023-07-13T09:26:26Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230713.nc"
109.3,1007.8,"2023-07-13T09:22:19Z","2023-07-13T15:50:08Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230713.nc"
134.7,1087.3,"2023-07-13T20:45:37Z","2023-07-14T00:00:00Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230713.nc"
19,55.2,"2023-07-13T11:19:17Z","2023-07-13T14:39:21Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230713.nc"
64.3,6726.6,"2023-07-15T00:00:00Z","2023-07-15T09:23:21Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230715.nc"
197,952,"2023-07-15T19:57:24Z","2023-07-16T00:00:00Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230715.nc"
129.7,4964.6,"2023-07-17T00:00:00Z","2023-07-17T09:22:19Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230717.nc"
179.1,934.1,"2023-07-17T09:25:24Z","2023-07-18T00:00:00Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230717.nc"
51.2,129.7,"2023-07-17T00:16:30Z","2023-07-18T00:00:00Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230717.nc"
44,6855.5,"2023-07-19T00:00:00Z","2023-07-19T09:07:42Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230719.nc"
142.6,772.6,"2023-07-19T20:14:16Z","2023-07-20T00:00:00Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230719.nc"
663.7,2704.4,"2023-07-19T09:13:51Z","2023-07-20T00:00:00Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230719.nc"
60.7,7120.8,"2023-07-21T00:00:00Z","2023-07-21T09:15:08Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230721.nc"
132.2,849.5,"2023-07-21T20:45:37Z","2023-07-22T00:00:00Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230721.nc"
743.8,2506.6,"2023-07-21T09:16:10Z","2023-07-22T00:00:00Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230721.nc"
12826.2,21011.2,"2023-07-21T12:00:19Z","2023-07-21T13:26:30Z","2","Dolphin","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230721.nc"
13322.6,22668.7,"2023-07-21T15:12:11Z","2023-07-21T16:50:40Z","2","Dolphin","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230721.nc"
124.9,7396.3,"2023-07-23T00:00:00Z","2023-07-23T09:27:27Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230723.nc"
60.7,111.4,"2023-07-23T00:04:12Z","2023-07-24T00:00:00Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230723.nc"
156.8,934.1,"2023-07-23T20:19:58Z","2023-07-24T00:00:00Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230723.nc"
1151,2413.3,"2023-07-23T21:19:28Z","2023-07-24T00:00:00Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230723.nc"
103.3,4515.1,"2023-07-25T00:00:00Z","2023-07-25T09:17:12Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230725.nc"
145.4,970.2,"2023-07-25T21:05:07Z","2023-07-26T00:00:00Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230725.nc"
51.2,103.3,"2023-07-25T06:08:25Z","2023-07-26T00:00:00Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230725.nc"
865.8,2236.8,"2023-07-25T20:18:56Z","2023-07-25T23:55:54Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230725.nc"
70.7,2323.3,"2023-07-27T00:00:00Z","2023-07-27T09:08:59Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230727.nc"
193.2,849.5,"2023-07-27T20:52:48Z","2023-07-28T00:00:00Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230727.nc"
127.3,5356.3,"2023-07-29T00:00:00Z","2023-07-29T09:16:10Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230729.nc"
293.4,689.4,"2023-07-29T21:15:22Z","2023-07-30T00:00:00Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230729.nc"
689.4,2323.3,"2023-07-29T03:29:23Z","2023-07-30T00:00:00Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230729.nc"
41.5,148.1,"2023-07-29T00:00:00Z","2023-07-30T00:00:00Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230729.nc"
120.2,7682.5,"2023-07-31T00:00:00Z","2023-07-31T09:06:56Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230731.nc"
261.8,2073.2,"2023-07-31T22:00:59Z","2023-08-01T00:00:00Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230731.nc"
899.3,1921.6,"2023-07-31T10:07:28Z","2023-07-31T23:43:07Z","2","Fish chorus","//nefscdata/PassiveAcoustics/DETECTOR_OUTPUT/PYTHON_SOUNDSCAPE_PYPAM/Raw/NEFSC_DE/NEFSC_DE_202306_DB01/NC/NEFSC_DE_202306_DB01_20230731.nc"
