"","Datetime_UTC","Internal_temp_C","Date"
"1","09-07-2022_03:31:32",8.79,"2022-07-09"
"2","09-07-2022_07:31:32",8.79,"2022-07-09"
"3","09-07-2022_11:31:32",8.79,"2022-07-09"
"4","09-07-2022_15:31:32",8.79,"2022-07-09"
"5","09-07-2022_19:31:32",8.79,"2022-07-09"
"6","09-07-2022_23:31:33",8.79,"2022-07-09"
"7","10-07-2022_03:31:33",8.79,"2022-07-10"
"8","10-07-2022_07:31:33",8.71,"2022-07-10"
"9","10-07-2022_11:31:33",8.79,"2022-07-10"
"10","10-07-2022_15:31:33",8.79,"2022-07-10"
"11","10-07-2022_19:31:33",8.71,"2022-07-10"
"12","10-07-2022_23:31:33",8.79,"2022-07-10"
"13","11-07-2022_03:31:33",8.79,"2022-07-11"
"14","11-07-2022_07:31:33",8.71,"2022-07-11"
"15","11-07-2022_11:31:33",8.71,"2022-07-11"
"16","11-07-2022_15:31:33",8.79,"2022-07-11"
"17","11-07-2022_19:31:33",8.71,"2022-07-11"
"18","11-07-2022_23:31:33",8.71,"2022-07-11"
"19","12-07-2022_03:31:33",8.79,"2022-07-12"
"20","12-07-2022_07:31:33",8.71,"2022-07-12"
"21","12-07-2022_11:31:33",8.79,"2022-07-12"
"22","12-07-2022_15:31:33",8.79,"2022-07-12"
"23","12-07-2022_19:31:33",8.79,"2022-07-12"
"24","12-07-2022_23:31:33",8.79,"2022-07-12"
"25","13-07-2022_03:31:33",8.79,"2022-07-13"
"26","13-07-2022_07:31:33",8.79,"2022-07-13"
"27","13-07-2022_11:31:33",8.71,"2022-07-13"
"28","13-07-2022_15:31:33",8.79,"2022-07-13"
"29","13-07-2022_19:31:33",8.79,"2022-07-13"
"30","13-07-2022_23:31:33",8.71,"2022-07-13"
"31","14-07-2022_03:31:33",8.79,"2022-07-14"
"32","14-07-2022_07:31:33",8.79,"2022-07-14"
"33","14-07-2022_11:31:33",8.71,"2022-07-14"
"34","14-07-2022_15:31:33",8.79,"2022-07-14"
"35","14-07-2022_19:31:33",8.96,"2022-07-14"
"36","14-07-2022_23:31:33",8.71,"2022-07-14"
"37","15-07-2022_03:31:33",8.71,"2022-07-15"
"38","15-07-2022_07:31:33",8.79,"2022-07-15"
"39","15-07-2022_11:31:33",8.79,"2022-07-15"
"40","15-07-2022_15:31:33",8.71,"2022-07-15"
"41","15-07-2022_19:31:33",8.79,"2022-07-15"
"42","15-07-2022_23:31:33",8.79,"2022-07-15"
"43","16-07-2022_03:31:33",8.79,"2022-07-16"
"44","16-07-2022_07:31:33",8.88,"2022-07-16"
"45","16-07-2022_11:31:33",8.79,"2022-07-16"
"46","16-07-2022_15:31:33",8.79,"2022-07-16"
"47","16-07-2022_19:31:33",8.96,"2022-07-16"
"48","16-07-2022_23:31:33",8.79,"2022-07-16"
"49","17-07-2022_03:31:33",8.79,"2022-07-17"
"50","17-07-2022_07:31:33",8.88,"2022-07-17"
"51","17-07-2022_11:31:33",8.88,"2022-07-17"
"52","17-07-2022_15:31:33",8.79,"2022-07-17"
"53","17-07-2022_19:31:33",8.96,"2022-07-17"
"54","17-07-2022_23:31:33",8.88,"2022-07-17"
"55","18-07-2022_03:31:33",8.79,"2022-07-18"
"56","18-07-2022_07:31:33",8.88,"2022-07-18"
"57","18-07-2022_11:31:33",8.96,"2022-07-18"
"58","18-07-2022_15:31:33",8.88,"2022-07-18"
"59","18-07-2022_19:31:33",8.88,"2022-07-18"
"60","18-07-2022_23:31:33",8.88,"2022-07-18"
"61","19-07-2022_03:31:33",8.79,"2022-07-19"
"62","19-07-2022_07:31:33",8.79,"2022-07-19"
"63","19-07-2022_11:31:33",8.79,"2022-07-19"
"64","19-07-2022_15:31:33",8.62,"2022-07-19"
"65","19-07-2022_19:31:33",8.71,"2022-07-19"
"66","19-07-2022_23:31:33",8.71,"2022-07-19"
"67","20-07-2022_03:31:33",8.62,"2022-07-20"
"68","20-07-2022_07:31:33",8.71,"2022-07-20"
"69","20-07-2022_11:31:33",8.71,"2022-07-20"
"70","20-07-2022_15:31:33",8.71,"2022-07-20"
"71","20-07-2022_19:31:33",8.71,"2022-07-20"
"72","20-07-2022_23:31:33",8.79,"2022-07-20"
"73","21-07-2022_03:31:34",8.62,"2022-07-21"
"74","21-07-2022_07:31:34",8.71,"2022-07-21"
"75","21-07-2022_11:31:34",8.71,"2022-07-21"
"76","21-07-2022_15:31:34",8.62,"2022-07-21"
"77","21-07-2022_19:31:34",8.71,"2022-07-21"
"78","21-07-2022_23:31:34",8.71,"2022-07-21"
"79","22-07-2022_03:31:34",8.79,"2022-07-22"
"80","22-07-2022_07:31:34",8.88,"2022-07-22"
"81","22-07-2022_11:31:34",8.79,"2022-07-22"
"82","22-07-2022_15:31:34",8.79,"2022-07-22"
"83","22-07-2022_19:31:34",8.79,"2022-07-22"
"84","22-07-2022_23:31:34",8.88,"2022-07-22"
"85","23-07-2022_03:31:34",8.79,"2022-07-23"
"86","23-07-2022_07:31:34",8.79,"2022-07-23"
"87","23-07-2022_11:31:34",8.79,"2022-07-23"
"88","23-07-2022_15:31:34",8.79,"2022-07-23"
"89","23-07-2022_19:31:34",8.71,"2022-07-23"
"90","23-07-2022_23:31:34",8.71,"2022-07-23"
"91","24-07-2022_03:31:34",8.71,"2022-07-24"
"92","24-07-2022_07:31:34",8.71,"2022-07-24"
"93","24-07-2022_11:31:34",8.71,"2022-07-24"
"94","24-07-2022_15:31:34",8.71,"2022-07-24"
"95","24-07-2022_19:31:34",8.71,"2022-07-24"
"96","24-07-2022_23:31:34",8.79,"2022-07-24"
"97","25-07-2022_03:31:34",8.79,"2022-07-25"
"98","25-07-2022_07:31:34",8.71,"2022-07-25"
"99","25-07-2022_11:31:34",8.71,"2022-07-25"
"100","25-07-2022_15:31:34",8.71,"2022-07-25"
"101","25-07-2022_19:31:34",8.71,"2022-07-25"
"102","25-07-2022_23:31:34",8.79,"2022-07-25"
"103","26-07-2022_03:31:34",8.79,"2022-07-26"
"104","26-07-2022_07:31:34",8.79,"2022-07-26"
"105","26-07-2022_11:31:34",8.79,"2022-07-26"
"106","26-07-2022_15:31:34",8.71,"2022-07-26"
"107","26-07-2022_19:31:34",8.79,"2022-07-26"
"108","26-07-2022_23:31:34",8.71,"2022-07-26"
"109","27-07-2022_03:31:34",8.79,"2022-07-27"
"110","27-07-2022_07:31:34",8.79,"2022-07-27"
"111","27-07-2022_11:31:34",8.71,"2022-07-27"
"112","27-07-2022_15:31:34",8.79,"2022-07-27"
"113","27-07-2022_19:31:34",8.71,"2022-07-27"
"114","27-07-2022_23:31:34",8.71,"2022-07-27"
"115","28-07-2022_03:31:34",8.62,"2022-07-28"
"116","28-07-2022_07:31:34",8.62,"2022-07-28"
"117","28-07-2022_11:31:34",8.62,"2022-07-28"
"118","28-07-2022_15:31:34",8.62,"2022-07-28"
"119","28-07-2022_19:31:34",8.54,"2022-07-28"
"120","28-07-2022_23:31:34",8.62,"2022-07-28"
"121","29-07-2022_03:31:34",8.54,"2022-07-29"
"122","29-07-2022_07:31:34",8.54,"2022-07-29"
"123","29-07-2022_11:31:34",8.54,"2022-07-29"
"124","29-07-2022_15:31:34",8.54,"2022-07-29"
"125","29-07-2022_19:31:34",8.62,"2022-07-29"
"126","29-07-2022_23:31:34",8.54,"2022-07-29"
"127","30-07-2022_03:31:34",8.62,"2022-07-30"
"128","30-07-2022_07:31:34",8.54,"2022-07-30"
"129","30-07-2022_11:31:34",8.62,"2022-07-30"
"130","30-07-2022_15:31:34",8.62,"2022-07-30"
"131","30-07-2022_19:31:34",8.62,"2022-07-30"
"132","30-07-2022_23:31:34",8.62,"2022-07-30"
"133","31-07-2022_03:31:34",8.54,"2022-07-31"
"134","31-07-2022_07:31:34",8.54,"2022-07-31"
"135","31-07-2022_11:31:34",8.54,"2022-07-31"
"136","31-07-2022_15:31:34",8.54,"2022-07-31"
"137","31-07-2022_19:31:34",8.62,"2022-07-31"
"138","31-07-2022_23:31:34",8.54,"2022-07-31"
"139","01-08-2022_03:31:34",8.54,"2022-08-01"
"140","01-08-2022_07:31:35",8.62,"2022-08-01"
"141","01-08-2022_11:31:35",8.62,"2022-08-01"
"142","01-08-2022_15:31:35",8.62,"2022-08-01"
"143","01-08-2022_19:31:35",8.62,"2022-08-01"
"144","01-08-2022_23:31:35",8.62,"2022-08-01"
"145","02-08-2022_03:31:35",8.62,"2022-08-02"
"146","02-08-2022_07:31:35",8.71,"2022-08-02"
"147","02-08-2022_11:31:35",8.71,"2022-08-02"
"148","02-08-2022_15:31:35",8.62,"2022-08-02"
"149","02-08-2022_19:31:35",8.71,"2022-08-02"
"150","02-08-2022_23:31:35",8.71,"2022-08-02"
"151","03-08-2022_03:31:35",8.71,"2022-08-03"
"152","03-08-2022_07:31:35",8.71,"2022-08-03"
"153","03-08-2022_11:31:35",8.79,"2022-08-03"
"154","03-08-2022_15:31:35",8.71,"2022-08-03"
"155","03-08-2022_19:31:35",8.79,"2022-08-03"
"156","03-08-2022_23:31:35",8.71,"2022-08-03"
"157","04-08-2022_03:31:35",8.62,"2022-08-04"
"158","04-08-2022_07:31:35",8.62,"2022-08-04"
"159","04-08-2022_11:31:35",8.54,"2022-08-04"
"160","04-08-2022_15:31:35",8.54,"2022-08-04"
"161","04-08-2022_19:31:35",8.71,"2022-08-04"
"162","04-08-2022_23:31:35",8.54,"2022-08-04"
"163","05-08-2022_03:31:35",8.62,"2022-08-05"
"164","05-08-2022_07:31:35",8.54,"2022-08-05"
"165","05-08-2022_11:31:35",8.71,"2022-08-05"
"166","05-08-2022_15:31:35",8.71,"2022-08-05"
"167","05-08-2022_19:31:35",8.62,"2022-08-05"
"168","05-08-2022_23:31:35",8.71,"2022-08-05"
"169","06-08-2022_03:31:35",8.79,"2022-08-06"
"170","06-08-2022_07:31:35",8.79,"2022-08-06"
"171","06-08-2022_11:31:35",8.79,"2022-08-06"
"172","06-08-2022_15:31:35",8.71,"2022-08-06"
"173","06-08-2022_19:31:35",8.71,"2022-08-06"
"174","06-08-2022_23:31:35",8.79,"2022-08-06"
"175","07-08-2022_03:31:35",8.79,"2022-08-07"
"176","07-08-2022_07:31:35",8.71,"2022-08-07"
"177","07-08-2022_11:31:35",8.71,"2022-08-07"
"178","07-08-2022_15:31:35",8.71,"2022-08-07"
"179","07-08-2022_19:31:35",8.54,"2022-08-07"
"180","07-08-2022_23:31:35",8.54,"2022-08-07"
"181","08-08-2022_03:31:35",8.54,"2022-08-08"
"182","08-08-2022_07:31:35",8.37,"2022-08-08"
"183","08-08-2022_11:31:35",8.45,"2022-08-08"
"184","08-08-2022_15:31:35",8.45,"2022-08-08"
"185","08-08-2022_19:31:35",8.62,"2022-08-08"
"186","08-08-2022_23:31:35",8.71,"2022-08-08"
"187","09-08-2022_03:31:35",8.71,"2022-08-09"
"188","09-08-2022_07:31:35",8.71,"2022-08-09"
"189","09-08-2022_11:31:35",8.62,"2022-08-09"
"190","09-08-2022_15:31:35",8.62,"2022-08-09"
"191","09-08-2022_19:31:35",8.62,"2022-08-09"
"192","09-08-2022_23:31:35",8.62,"2022-08-09"
"193","10-08-2022_03:31:35",8.62,"2022-08-10"
"194","10-08-2022_07:31:35",8.54,"2022-08-10"
"195","10-08-2022_11:31:35",8.54,"2022-08-10"
"196","10-08-2022_15:31:35",8.54,"2022-08-10"
"197","10-08-2022_19:31:35",8.54,"2022-08-10"
"198","10-08-2022_23:31:35",8.45,"2022-08-10"
"199","11-08-2022_03:31:35",8.54,"2022-08-11"
"200","11-08-2022_07:31:35",8.45,"2022-08-11"
"201","11-08-2022_11:31:35",8.45,"2022-08-11"
"202","11-08-2022_15:31:35",8.45,"2022-08-11"
"203","11-08-2022_19:31:35",8.45,"2022-08-11"
"204","11-08-2022_23:31:35",8.37,"2022-08-11"
"205","12-08-2022_03:31:35",8.45,"2022-08-12"
"206","12-08-2022_07:31:35",8.45,"2022-08-12"
"207","12-08-2022_11:31:35",8.45,"2022-08-12"
"208","12-08-2022_15:31:35",8.45,"2022-08-12"
"209","12-08-2022_19:31:36",8.45,"2022-08-12"
"210","12-08-2022_23:31:36",8.45,"2022-08-12"
"211","13-08-2022_03:31:36",8.45,"2022-08-13"
"212","13-08-2022_07:31:36",8.54,"2022-08-13"
"213","13-08-2022_11:31:36",8.54,"2022-08-13"
"214","13-08-2022_15:31:36",8.54,"2022-08-13"
"215","13-08-2022_19:31:36",8.62,"2022-08-13"
"216","13-08-2022_23:31:36",8.62,"2022-08-13"
"217","14-08-2022_03:31:36",8.71,"2022-08-14"
"218","14-08-2022_07:31:36",8.71,"2022-08-14"
"219","14-08-2022_11:31:36",8.79,"2022-08-14"
"220","14-08-2022_15:31:36",8.79,"2022-08-14"
"221","14-08-2022_19:31:36",8.79,"2022-08-14"
"222","14-08-2022_23:31:36",8.79,"2022-08-14"
"223","15-08-2022_03:31:36",8.79,"2022-08-15"
"224","15-08-2022_07:31:36",8.79,"2022-08-15"
"225","15-08-2022_11:31:36",8.88,"2022-08-15"
"226","15-08-2022_15:31:36",8.79,"2022-08-15"
"227","15-08-2022_19:31:36",8.96,"2022-08-15"
"228","15-08-2022_23:31:36",8.96,"2022-08-15"
"229","16-08-2022_03:31:36",8.96,"2022-08-16"
"230","16-08-2022_07:31:36",9.05,"2022-08-16"
"231","16-08-2022_11:31:36",8.96,"2022-08-16"
"232","16-08-2022_15:31:36",8.96,"2022-08-16"
"233","16-08-2022_19:31:36",8.96,"2022-08-16"
"234","16-08-2022_23:31:36",9.13,"2022-08-16"
"235","17-08-2022_03:31:36",9.22,"2022-08-17"
"236","17-08-2022_07:31:36",9.22,"2022-08-17"
"237","17-08-2022_11:31:36",9.3,"2022-08-17"
