"","Datetime_UTC","Internal_temp_C","Date"
"1","12-06-2022_03:22:22",10.49,"2022-06-12"
"2","12-06-2022_07:22:22",10.4,"2022-06-12"
"3","12-06-2022_11:22:22",10.23,"2022-06-12"
"4","12-06-2022_15:22:22",10.4,"2022-06-12"
"5","12-06-2022_19:22:22",10.65,"2022-06-12"
"6","12-06-2022_23:22:22",10.15,"2022-06-12"
"7","13-06-2022_03:22:22",10.32,"2022-06-13"
"8","13-06-2022_07:22:22",10.32,"2022-06-13"
"9","13-06-2022_11:22:22",10.15,"2022-06-13"
"10","13-06-2022_15:22:22",10.4,"2022-06-13"
"11","13-06-2022_19:22:22",10.49,"2022-06-13"
"12","13-06-2022_23:22:22",10.23,"2022-06-13"
"13","14-06-2022_03:22:22",10.15,"2022-06-14"
"14","14-06-2022_07:22:22",10.32,"2022-06-14"
"15","14-06-2022_11:22:22",10.15,"2022-06-14"
"16","14-06-2022_15:22:22",10.15,"2022-06-14"
"17","14-06-2022_19:22:22",10.32,"2022-06-14"
"18","14-06-2022_23:22:22",10.32,"2022-06-14"
"19","15-06-2022_03:22:22",10.32,"2022-06-15"
"20","15-06-2022_07:22:22",10.4,"2022-06-15"
"21","15-06-2022_11:22:22",10.49,"2022-06-15"
"22","15-06-2022_15:22:22",10.49,"2022-06-15"
"23","15-06-2022_19:22:22",10.57,"2022-06-15"
"24","15-06-2022_23:22:22",10.57,"2022-06-15"
"25","16-06-2022_03:22:22",10.49,"2022-06-16"
"26","16-06-2022_07:22:22",10.65,"2022-06-16"
"27","16-06-2022_11:22:22",10.65,"2022-06-16"
"28","16-06-2022_15:22:22",10.65,"2022-06-16"
"29","16-06-2022_19:22:22",10.57,"2022-06-16"
"30","16-06-2022_23:22:22",10.74,"2022-06-16"
"31","17-06-2022_03:22:22",10.65,"2022-06-17"
"32","17-06-2022_07:22:22",10.65,"2022-06-17"
"33","17-06-2022_11:22:22",10.65,"2022-06-17"
"34","17-06-2022_15:22:22",10.4,"2022-06-17"
"35","17-06-2022_19:22:22",10.4,"2022-06-17"
"36","17-06-2022_23:22:22",10.49,"2022-06-17"
"37","18-06-2022_03:22:22",10.32,"2022-06-18"
"38","18-06-2022_07:22:22",10.4,"2022-06-18"
"39","18-06-2022_11:22:22",10.4,"2022-06-18"
"40","18-06-2022_15:22:22",10.49,"2022-06-18"
"41","18-06-2022_19:22:22",10.65,"2022-06-18"
"42","18-06-2022_23:22:22",10.65,"2022-06-18"
"43","19-06-2022_03:22:22",10.57,"2022-06-19"
"44","19-06-2022_07:22:22",10.65,"2022-06-19"
"45","19-06-2022_11:22:22",10.65,"2022-06-19"
"46","19-06-2022_15:22:22",10.82,"2022-06-19"
"47","19-06-2022_19:22:22",10.82,"2022-06-19"
"48","19-06-2022_23:22:22",10.74,"2022-06-19"
"49","20-06-2022_03:22:22",10.82,"2022-06-20"
"50","20-06-2022_07:22:22",10.82,"2022-06-20"
"51","20-06-2022_11:22:22",10.82,"2022-06-20"
"52","20-06-2022_15:22:22",10.82,"2022-06-20"
"53","20-06-2022_19:22:22",10.9,"2022-06-20"
"54","20-06-2022_23:22:22",10.82,"2022-06-20"
"55","21-06-2022_03:22:22",10.99,"2022-06-21"
"56","21-06-2022_07:22:22",10.99,"2022-06-21"
"57","21-06-2022_11:22:22",10.9,"2022-06-21"
"58","21-06-2022_15:22:22",10.82,"2022-06-21"
"59","21-06-2022_19:22:22",10.82,"2022-06-21"
"60","21-06-2022_23:22:22",10.9,"2022-06-21"
"61","22-06-2022_03:22:22",10.9,"2022-06-22"
"62","22-06-2022_07:22:22",10.82,"2022-06-22"
"63","22-06-2022_11:22:22",10.82,"2022-06-22"
"64","22-06-2022_15:22:22",10.9,"2022-06-22"
"65","22-06-2022_19:22:22",10.9,"2022-06-22"
"66","22-06-2022_23:22:22",10.9,"2022-06-22"
"67","23-06-2022_03:22:22",10.99,"2022-06-23"
"68","23-06-2022_07:22:22",10.82,"2022-06-23"
"69","23-06-2022_11:22:22",10.65,"2022-06-23"
"70","23-06-2022_15:22:22",10.82,"2022-06-23"
"71","23-06-2022_19:22:22",10.82,"2022-06-23"
"72","23-06-2022_23:22:23",10.82,"2022-06-23"
"73","24-06-2022_03:22:23",10.9,"2022-06-24"
"74","24-06-2022_07:22:23",11.24,"2022-06-24"
"75","24-06-2022_11:22:23",11.24,"2022-06-24"
"76","24-06-2022_15:22:23",11.16,"2022-06-24"
"77","24-06-2022_19:22:23",11.32,"2022-06-24"
"78","24-06-2022_23:22:23",11.32,"2022-06-24"
"79","25-06-2022_03:22:23",11.16,"2022-06-25"
"80","25-06-2022_07:22:23",11.32,"2022-06-25"
"81","25-06-2022_11:22:23",11.32,"2022-06-25"
"82","25-06-2022_15:22:23",11.41,"2022-06-25"
"83","25-06-2022_19:22:23",11.41,"2022-06-25"
"84","25-06-2022_23:22:23",11.41,"2022-06-25"
"85","26-06-2022_03:22:23",11.41,"2022-06-26"
"86","26-06-2022_07:22:23",11.49,"2022-06-26"
"87","26-06-2022_11:22:23",11.32,"2022-06-26"
"88","26-06-2022_15:22:23",11.49,"2022-06-26"
"89","26-06-2022_19:22:23",11.24,"2022-06-26"
"90","26-06-2022_23:22:23",11.07,"2022-06-26"
"91","27-06-2022_03:22:23",11.32,"2022-06-27"
"92","27-06-2022_07:22:23",11.32,"2022-06-27"
"93","27-06-2022_11:22:23",10.9,"2022-06-27"
"94","27-06-2022_15:22:23",10.99,"2022-06-27"
"95","27-06-2022_19:22:23",11.24,"2022-06-27"
"96","27-06-2022_23:22:23",10.74,"2022-06-27"
"97","28-06-2022_03:22:23",11.07,"2022-06-28"
"98","28-06-2022_07:22:23",10.74,"2022-06-28"
"99","28-06-2022_11:22:23",10.99,"2022-06-28"
"100","28-06-2022_15:22:23",10.99,"2022-06-28"
"101","28-06-2022_19:22:23",11.16,"2022-06-28"
"102","28-06-2022_23:22:23",11.49,"2022-06-28"
"103","29-06-2022_03:22:23",11.24,"2022-06-29"
"104","29-06-2022_07:22:23",11.32,"2022-06-29"
"105","29-06-2022_11:22:23",11.16,"2022-06-29"
"106","29-06-2022_15:22:23",11.66,"2022-06-29"
"107","29-06-2022_19:22:23",11.41,"2022-06-29"
"108","29-06-2022_23:22:23",11.32,"2022-06-29"
"109","30-06-2022_03:22:23",11.41,"2022-06-30"
"110","30-06-2022_07:22:23",11.41,"2022-06-30"
"111","30-06-2022_11:22:23",13.07,"2022-06-30"
"112","30-06-2022_15:22:23",12.57,"2022-06-30"
"113","30-06-2022_19:22:23",11.74,"2022-06-30"
"114","30-06-2022_23:22:23",11.91,"2022-06-30"
"115","01-07-2022_03:22:23",12.57,"2022-07-01"
"116","01-07-2022_07:22:23",12.16,"2022-07-01"
"117","01-07-2022_11:22:23",11.66,"2022-07-01"
"118","01-07-2022_15:22:23",11.57,"2022-07-01"
"119","01-07-2022_19:22:23",11.99,"2022-07-01"
"120","01-07-2022_23:22:23",11.91,"2022-07-01"
"121","02-07-2022_03:22:23",11.66,"2022-07-02"
"122","02-07-2022_07:22:23",11.91,"2022-07-02"
"123","02-07-2022_11:22:23",11.49,"2022-07-02"
"124","02-07-2022_15:22:23",11.49,"2022-07-02"
"125","02-07-2022_19:22:23",11.32,"2022-07-02"
"126","02-07-2022_23:22:23",11.32,"2022-07-02"
"127","03-07-2022_03:22:23",11.16,"2022-07-03"
"128","03-07-2022_07:22:23",11.16,"2022-07-03"
"129","03-07-2022_11:22:23",10.99,"2022-07-03"
"130","03-07-2022_15:22:23",10.99,"2022-07-03"
"131","03-07-2022_19:22:23",11.16,"2022-07-03"
"132","03-07-2022_23:22:23",11.24,"2022-07-03"
"133","04-07-2022_03:22:23",11.07,"2022-07-04"
"134","04-07-2022_07:22:23",11.16,"2022-07-04"
"135","04-07-2022_11:22:23",11.32,"2022-07-04"
"136","04-07-2022_15:22:23",11.24,"2022-07-04"
"137","04-07-2022_19:22:23",11.32,"2022-07-04"
"138","04-07-2022_23:22:23",11.32,"2022-07-04"
"139","05-07-2022_03:22:23",11.32,"2022-07-05"
"140","05-07-2022_07:22:24",11.41,"2022-07-05"
"141","05-07-2022_11:22:24",11.41,"2022-07-05"
"142","05-07-2022_15:22:24",11.41,"2022-07-05"
"143","05-07-2022_19:22:24",11.49,"2022-07-05"
"144","05-07-2022_23:22:24",11.57,"2022-07-05"
"145","06-07-2022_03:22:24",11.32,"2022-07-06"
"146","06-07-2022_07:22:24",11.16,"2022-07-06"
"147","06-07-2022_11:22:24",11.07,"2022-07-06"
"148","06-07-2022_15:22:24",10.99,"2022-07-06"
"149","06-07-2022_19:22:24",11.07,"2022-07-06"
"150","06-07-2022_23:22:24",11.16,"2022-07-06"
"151","07-07-2022_03:22:24",11.16,"2022-07-07"
"152","07-07-2022_07:22:24",10.99,"2022-07-07"
"153","07-07-2022_11:22:24",10.99,"2022-07-07"
"154","07-07-2022_15:22:24",11.16,"2022-07-07"
"155","07-07-2022_19:22:24",11.07,"2022-07-07"
"156","07-07-2022_23:22:24",11.24,"2022-07-07"
"157","08-07-2022_03:22:24",11.49,"2022-07-08"
"158","08-07-2022_07:22:24",11.49,"2022-07-08"
"159","08-07-2022_11:22:24",11.32,"2022-07-08"
"160","08-07-2022_15:22:24",11.49,"2022-07-08"
"161","08-07-2022_19:22:24",11.66,"2022-07-08"
"162","08-07-2022_23:22:24",11.49,"2022-07-08"
"163","09-07-2022_03:22:24",12.07,"2022-07-09"
"164","09-07-2022_07:22:24",11.99,"2022-07-09"
"165","09-07-2022_11:22:24",11.99,"2022-07-09"
"166","09-07-2022_15:22:24",11.91,"2022-07-09"
"167","09-07-2022_19:22:24",11.99,"2022-07-09"
"168","09-07-2022_23:22:24",12.07,"2022-07-09"
"169","10-07-2022_03:22:24",12.24,"2022-07-10"
"170","10-07-2022_07:22:24",12.07,"2022-07-10"
"171","10-07-2022_11:22:24",11.91,"2022-07-10"
"172","10-07-2022_15:22:24",12.49,"2022-07-10"
"173","10-07-2022_19:22:24",12.99,"2022-07-10"
"174","10-07-2022_23:22:24",12.66,"2022-07-10"
"175","11-07-2022_03:22:24",12.99,"2022-07-11"
"176","11-07-2022_07:22:24",13.15,"2022-07-11"
"177","11-07-2022_11:22:24",13.07,"2022-07-11"
"178","11-07-2022_15:22:24",12.9,"2022-07-11"
"179","11-07-2022_19:22:24",13.07,"2022-07-11"
"180","11-07-2022_23:22:24",12.74,"2022-07-11"
"181","12-07-2022_03:22:24",12.82,"2022-07-12"
"182","12-07-2022_07:22:24",13.07,"2022-07-12"
"183","12-07-2022_11:22:24",12.49,"2022-07-12"
"184","12-07-2022_15:22:24",12.66,"2022-07-12"
"185","12-07-2022_19:22:24",12.74,"2022-07-12"
"186","12-07-2022_23:22:24",12.66,"2022-07-12"
"187","13-07-2022_03:22:24",12.66,"2022-07-13"
