"","Datetime_UTC","Internal_temp_C","Date"
"1","17-11-2023_03:38:39",14.06,2023-11-17
"2","17-11-2023_07:38:39",14.06,2023-11-17
"3","17-11-2023_11:38:40",14.06,2023-11-17
"4","17-11-2023_15:38:40",14.06,2023-11-17
"5","17-11-2023_19:38:40",14.06,2023-11-17
"6","17-11-2023_23:38:40",14.06,2023-11-17
"7","18-11-2023_03:38:40",13.98,2023-11-18
"8","18-11-2023_07:38:40",14.06,2023-11-18
"9","18-11-2023_11:38:40",14.06,2023-11-18
"10","18-11-2023_15:38:40",14.06,2023-11-18
"11","18-11-2023_19:38:40",14.15,2023-11-18
"12","18-11-2023_23:38:40",14.15,2023-11-18
"13","19-11-2023_03:38:40",13.98,2023-11-19
"14","19-11-2023_07:38:40",13.9,2023-11-19
"15","19-11-2023_11:38:40",13.9,2023-11-19
"16","19-11-2023_15:38:40",13.82,2023-11-19
"17","19-11-2023_19:38:40",13.73,2023-11-19
"18","19-11-2023_23:38:40",13.82,2023-11-19
"19","20-11-2023_03:38:40",13.73,2023-11-20
"20","20-11-2023_07:38:40",13.73,2023-11-20
"21","20-11-2023_11:38:40",13.73,2023-11-20
"22","20-11-2023_15:38:40",13.65,2023-11-20
"23","20-11-2023_19:38:40",13.65,2023-11-20
"24","20-11-2023_23:38:40",13.65,2023-11-20
"25","21-11-2023_03:38:40",13.57,2023-11-21
"26","21-11-2023_07:38:40",13.4,2023-11-21
"27","21-11-2023_11:38:40",13.4,2023-11-21
"28","21-11-2023_15:38:40",13.48,2023-11-21
"29","21-11-2023_19:38:40",13.4,2023-11-21
"30","21-11-2023_23:38:40",13.4,2023-11-21
"31","22-11-2023_03:38:40",13.48,2023-11-22
"32","22-11-2023_07:38:40",13.48,2023-11-22
"33","22-11-2023_11:38:40",13.48,2023-11-22
"34","22-11-2023_15:38:40",13.48,2023-11-22
"35","22-11-2023_19:38:40",13.4,2023-11-22
"36","22-11-2023_23:38:40",13.32,2023-11-22
"37","23-11-2023_03:38:40",13.32,2023-11-23
"38","23-11-2023_07:38:40",13.32,2023-11-23
"39","23-11-2023_11:38:40",13.32,2023-11-23
"40","23-11-2023_15:38:40",13.24,2023-11-23
"41","23-11-2023_19:38:40",13.24,2023-11-23
"42","23-11-2023_23:38:40",13.24,2023-11-23
"43","24-11-2023_03:38:40",13.15,2023-11-24
"44","24-11-2023_07:38:40",13.15,2023-11-24
"45","24-11-2023_11:38:40",13.15,2023-11-24
"46","24-11-2023_15:38:40",13.15,2023-11-24
"47","24-11-2023_19:38:40",13.15,2023-11-24
"48","24-11-2023_23:38:40",13.15,2023-11-24
"49","25-11-2023_03:38:40",13.07,2023-11-25
"50","25-11-2023_07:38:40",12.99,2023-11-25
"51","25-11-2023_11:38:40",12.99,2023-11-25
"52","25-11-2023_15:38:40",12.9,2023-11-25
"53","25-11-2023_19:38:40",12.99,2023-11-25
"54","25-11-2023_23:38:40",12.99,2023-11-25
"55","26-11-2023_03:38:40",12.9,2023-11-26
"56","26-11-2023_07:38:40",12.82,2023-11-26
"57","26-11-2023_11:38:40",12.82,2023-11-26
"58","26-11-2023_15:38:40",12.82,2023-11-26
"59","26-11-2023_19:38:40",12.74,2023-11-26
"60","26-11-2023_23:38:40",12.82,2023-11-26
"61","27-11-2023_03:38:40",12.82,2023-11-27
"62","27-11-2023_07:38:40",12.74,2023-11-27
"63","27-11-2023_11:38:40",12.74,2023-11-27
"64","27-11-2023_15:38:40",12.74,2023-11-27
"65","27-11-2023_19:38:40",12.74,2023-11-27
"66","27-11-2023_23:38:40",12.74,2023-11-27
"67","28-11-2023_03:38:40",12.66,2023-11-28
"68","28-11-2023_07:38:40",12.57,2023-11-28
"69","28-11-2023_11:38:40",12.57,2023-11-28
"70","28-11-2023_15:38:41",12.49,2023-11-28
"71","28-11-2023_19:38:41",12.41,2023-11-28
"72","28-11-2023_23:38:41",12.41,2023-11-28
"73","29-11-2023_03:38:41",12.32,2023-11-29
"74","29-11-2023_07:38:41",12.16,2023-11-29
"75","29-11-2023_11:38:41",12.16,2023-11-29
"76","29-11-2023_15:38:41",11.99,2023-11-29
"77","29-11-2023_19:38:41",11.99,2023-11-29
"78","29-11-2023_23:38:41",11.99,2023-11-29
"79","30-11-2023_03:38:41",11.99,2023-11-30
"80","30-11-2023_07:38:41",11.82,2023-11-30
"81","30-11-2023_11:38:41",11.91,2023-11-30
"82","30-11-2023_15:38:41",11.91,2023-11-30
"83","30-11-2023_19:38:41",11.91,2023-11-30
"84","30-11-2023_23:38:41",11.91,2023-11-30
"85","01-12-2023_03:38:41",11.82,2023-12-01
"86","01-12-2023_07:38:41",11.91,2023-12-01
"87","01-12-2023_11:38:41",11.82,2023-12-01
"88","01-12-2023_15:38:41",11.82,2023-12-01
"89","01-12-2023_19:38:41",11.82,2023-12-01
"90","01-12-2023_23:38:41",11.82,2023-12-01
"91","02-12-2023_03:38:41",11.82,2023-12-02
"92","02-12-2023_07:38:41",11.91,2023-12-02
"93","02-12-2023_11:38:41",11.91,2023-12-02
"94","02-12-2023_15:38:41",11.91,2023-12-02
"95","02-12-2023_19:38:41",11.91,2023-12-02
"96","02-12-2023_23:38:41",11.91,2023-12-02
"97","03-12-2023_03:38:41",11.82,2023-12-03
"98","03-12-2023_07:38:41",11.91,2023-12-03
"99","03-12-2023_11:38:41",11.99,2023-12-03
"100","03-12-2023_15:38:41",11.91,2023-12-03
"101","03-12-2023_19:38:41",11.82,2023-12-03
"102","03-12-2023_23:38:41",11.82,2023-12-03
"103","04-12-2023_03:38:41",11.82,2023-12-04
"104","04-12-2023_07:38:41",11.82,2023-12-04
"105","04-12-2023_11:38:41",11.82,2023-12-04
"106","04-12-2023_15:38:41",11.82,2023-12-04
"107","04-12-2023_19:38:41",11.74,2023-12-04
"108","04-12-2023_23:38:41",11.82,2023-12-04
"109","05-12-2023_03:38:41",11.82,2023-12-05
"110","05-12-2023_07:38:41",11.74,2023-12-05
"111","05-12-2023_11:38:41",11.74,2023-12-05
"112","05-12-2023_15:38:41",11.66,2023-12-05
"113","05-12-2023_19:38:41",11.66,2023-12-05
"114","05-12-2023_23:38:41",11.66,2023-12-05
"115","06-12-2023_03:38:41",11.66,2023-12-06
"116","06-12-2023_07:38:41",11.66,2023-12-06
"117","06-12-2023_11:38:41",11.66,2023-12-06
"118","06-12-2023_15:38:41",11.57,2023-12-06
"119","06-12-2023_19:38:41",11.49,2023-12-06
"120","06-12-2023_23:38:41",11.32,2023-12-06
"121","07-12-2023_03:38:41",11.41,2023-12-07
"122","07-12-2023_07:38:41",11.49,2023-12-07
"123","07-12-2023_11:38:41",11.49,2023-12-07
"124","07-12-2023_15:38:41",11.49,2023-12-07
"125","07-12-2023_19:38:41",11.49,2023-12-07
"126","07-12-2023_23:38:41",11.49,2023-12-07
"127","08-12-2023_03:38:41",11.41,2023-12-08
"128","08-12-2023_07:38:41",11.41,2023-12-08
"129","08-12-2023_11:38:41",11.32,2023-12-08
"130","08-12-2023_15:38:41",11.32,2023-12-08
"131","08-12-2023_19:38:41",11.32,2023-12-08
"132","08-12-2023_23:38:41",11.32,2023-12-08
"133","09-12-2023_03:38:41",11.41,2023-12-09
"134","09-12-2023_07:38:41",11.41,2023-12-09
"135","09-12-2023_11:38:41",11.32,2023-12-09
