"","Datetime_UTC","Internal_temp_C","Date"
"1","05-24-2024_03:32:39",9.05,2024-05-24
"2","05-24-2024_07:32:39",8.96,2024-05-24
"3","05-24-2024_11:32:39",9.22,2024-05-24
"4","05-24-2024_15:32:39",9.13,2024-05-24
"5","05-24-2024_19:32:39",9.05,2024-05-24
"6","05-24-2024_23:32:39",9.3,2024-05-24
"7","05-25-2024_03:32:39",9.22,2024-05-25
"8","05-25-2024_07:32:39",9.13,2024-05-25
"9","05-25-2024_11:32:39",9.13,2024-05-25
"10","05-25-2024_15:32:39",9.05,2024-05-25
"11","05-25-2024_19:32:39",9.05,2024-05-25
"12","05-25-2024_23:32:39",8.88,2024-05-25
"13","05-26-2024_03:32:39",8.79,2024-05-26
"14","05-26-2024_07:32:39",8.79,2024-05-26
"15","05-26-2024_11:32:39",8.79,2024-05-26
"16","05-26-2024_15:32:39",8.96,2024-05-26
"17","05-26-2024_19:32:39",8.79,2024-05-26
"18","05-26-2024_23:32:39",8.96,2024-05-26
"19","05-27-2024_03:32:39",8.96,2024-05-27
"20","05-27-2024_07:32:39",9.05,2024-05-27
"21","05-27-2024_11:32:39",9.05,2024-05-27
"22","05-27-2024_15:32:39",9.05,2024-05-27
"23","05-27-2024_19:32:40",9.05,2024-05-27
"24","05-27-2024_23:32:40",9.05,2024-05-27
"25","05-28-2024_03:32:40",8.96,2024-05-28
"26","05-28-2024_07:32:40",9.05,2024-05-28
"27","05-28-2024_11:32:40",9.05,2024-05-28
"28","05-28-2024_15:32:40",8.96,2024-05-28
"29","05-28-2024_19:32:40",8.96,2024-05-28
"30","05-28-2024_23:32:40",8.88,2024-05-28
"31","05-29-2024_03:32:40",8.88,2024-05-29
"32","05-29-2024_07:32:40",8.96,2024-05-29
"33","05-29-2024_11:32:40",8.88,2024-05-29
"34","05-29-2024_15:32:40",8.88,2024-05-29
"35","05-29-2024_19:32:40",8.88,2024-05-29
"36","05-29-2024_23:32:40",8.96,2024-05-29
"37","05-30-2024_03:32:40",8.96,2024-05-30
"38","05-30-2024_07:32:40",8.88,2024-05-30
"39","05-30-2024_11:32:40",8.96,2024-05-30
"40","05-30-2024_15:32:40",8.88,2024-05-30
"41","05-30-2024_19:32:40",8.96,2024-05-30
"42","05-30-2024_23:32:40",8.88,2024-05-30
"43","05-31-2024_03:32:40",8.88,2024-05-31
"44","05-31-2024_07:32:40",8.79,2024-05-31
"45","05-31-2024_11:32:40",8.79,2024-05-31
"46","05-31-2024_15:32:40",8.79,2024-05-31
"47","05-31-2024_19:32:40",8.79,2024-05-31
"48","05-31-2024_23:32:40",8.79,2024-05-31
"49","06-01-2024_03:32:40",8.79,2024-06-01
"50","06-01-2024_07:32:40",8.79,2024-06-01
"51","06-01-2024_11:32:40",8.79,2024-06-01
"52","06-01-2024_15:32:40",8.79,2024-06-01
"53","06-01-2024_19:32:40",8.79,2024-06-01
"54","06-01-2024_23:32:40",8.88,2024-06-01
"55","06-02-2024_03:32:40",8.88,2024-06-02
"56","06-02-2024_07:32:40",8.88,2024-06-02
"57","06-02-2024_11:32:40",8.88,2024-06-02
"58","06-02-2024_15:32:40",8.88,2024-06-02
"59","06-02-2024_19:32:40",8.88,2024-06-02
"60","06-02-2024_23:32:40",8.88,2024-06-02
"61","06-03-2024_03:32:40",8.96,2024-06-03
"62","06-03-2024_07:32:40",8.96,2024-06-03
"63","06-03-2024_11:32:40",8.96,2024-06-03
"64","06-03-2024_15:32:40",8.96,2024-06-03
"65","06-03-2024_19:32:40",8.96,2024-06-03
"66","06-03-2024_23:32:40",9.05,2024-06-03
"67","06-04-2024_03:32:40",9.05,2024-06-04
"68","06-04-2024_07:32:40",9.05,2024-06-04
"69","06-04-2024_11:32:40",8.88,2024-06-04
"70","06-04-2024_15:32:40",8.96,2024-06-04
"71","06-04-2024_19:32:40",8.88,2024-06-04
"72","06-04-2024_23:32:40",8.88,2024-06-04
"73","06-05-2024_03:32:40",8.96,2024-06-05
"74","06-05-2024_07:32:40",8.96,2024-06-05
"75","06-05-2024_11:32:40",8.96,2024-06-05
"76","06-05-2024_15:32:40",8.96,2024-06-05
"77","06-05-2024_19:32:40",8.96,2024-06-05
"78","06-05-2024_23:32:40",8.96,2024-06-05
"79","06-06-2024_03:32:40",9.05,2024-06-06
"80","06-06-2024_07:32:40",9.05,2024-06-06
"81","06-06-2024_11:32:40",9.05,2024-06-06
"82","06-06-2024_15:32:40",9.05,2024-06-06
"83","06-06-2024_19:32:40",9.05,2024-06-06
"84","06-06-2024_23:32:40",9.13,2024-06-06
"85","06-07-2024_03:32:40",9.22,2024-06-07
"86","06-07-2024_07:32:40",9.22,2024-06-07
"87","06-07-2024_11:32:40",9.13,2024-06-07
"88","06-07-2024_15:32:40",9.13,2024-06-07
"89","06-07-2024_19:32:40",9.22,2024-06-07
"90","06-07-2024_23:32:40",9.13,2024-06-07
"91","06-08-2024_03:32:40",9.13,2024-06-08
"92","06-08-2024_07:32:40",9.22,2024-06-08
"93","06-08-2024_11:32:40",9.13,2024-06-08
"94","06-08-2024_15:32:40",9.05,2024-06-08
"95","06-08-2024_19:32:40",8.96,2024-06-08
"96","06-08-2024_23:32:41",8.96,2024-06-08
"97","06-09-2024_03:32:41",9.05,2024-06-09
"98","06-09-2024_07:32:41",9.05,2024-06-09
"99","06-09-2024_11:32:41",9.05,2024-06-09
"100","06-09-2024_15:32:41",9.05,2024-06-09
"101","06-09-2024_19:32:41",9.05,2024-06-09
"102","06-09-2024_23:32:41",9.13,2024-06-09
"103","06-10-2024_03:32:41",9.13,2024-06-10
"104","06-10-2024_07:32:41",9.13,2024-06-10
"105","06-10-2024_11:32:41",9.13,2024-06-10
"106","06-10-2024_15:32:41",8.96,2024-06-10
"107","06-10-2024_19:32:41",9.05,2024-06-10
"108","06-10-2024_23:32:41",8.96,2024-06-10
"109","06-11-2024_03:32:41",9.05,2024-06-11
"110","06-11-2024_07:32:41",9.05,2024-06-11
"111","06-11-2024_11:32:41",8.96,2024-06-11
"112","06-11-2024_15:32:41",8.96,2024-06-11
"113","06-11-2024_19:32:41",8.96,2024-06-11
"114","06-11-2024_23:32:41",9.05,2024-06-11
"115","06-12-2024_03:32:41",9.05,2024-06-12
"116","06-12-2024_07:32:41",9.05,2024-06-12
"117","06-12-2024_11:32:41",9.13,2024-06-12
"118","06-12-2024_15:32:41",8.96,2024-06-12
"119","06-12-2024_19:32:41",9.22,2024-06-12
"120","06-12-2024_23:32:41",8.96,2024-06-12
"121","06-13-2024_03:32:41",9.05,2024-06-13
"122","06-13-2024_07:32:41",9.3,2024-06-13
"123","06-13-2024_11:32:41",9.13,2024-06-13
"124","06-13-2024_15:32:41",8.96,2024-06-13
"125","06-13-2024_19:32:41",9.05,2024-06-13
"126","06-13-2024_23:32:41",9.22,2024-06-13
"127","06-14-2024_03:32:41",9.05,2024-06-14
"128","06-14-2024_07:32:41",9.39,2024-06-14
"129","06-14-2024_11:32:41",9.39,2024-06-14
"130","06-14-2024_15:32:41",9.13,2024-06-14
"131","06-14-2024_19:32:41",9.13,2024-06-14
"132","06-14-2024_23:32:41",9.3,2024-06-14
"133","06-15-2024_03:32:41",9.05,2024-06-15
"134","06-15-2024_07:32:41",9.13,2024-06-15
"135","06-15-2024_11:32:41",9.13,2024-06-15
"136","06-15-2024_15:32:41",9.05,2024-06-15
"137","06-15-2024_19:32:41",9.05,2024-06-15
"138","06-15-2024_23:32:41",8.96,2024-06-15
"139","06-16-2024_03:32:41",8.88,2024-06-16
"140","06-16-2024_07:32:41",8.96,2024-06-16
"141","06-16-2024_11:32:41",8.88,2024-06-16
"142","06-16-2024_15:32:41",9.05,2024-06-16
"143","06-16-2024_19:32:41",8.96,2024-06-16
"144","06-16-2024_23:32:41",8.96,2024-06-16
"145","06-17-2024_03:32:41",8.96,2024-06-17
"146","06-17-2024_07:32:41",8.96,2024-06-17
"147","06-17-2024_11:32:41",8.96,2024-06-17
"148","06-17-2024_15:32:41",8.96,2024-06-17
"149","06-17-2024_19:32:41",8.96,2024-06-17
"150","06-17-2024_23:32:41",8.96,2024-06-17
"151","06-18-2024_03:32:41",9.05,2024-06-18
"152","06-18-2024_07:32:41",8.96,2024-06-18
"153","06-18-2024_11:32:41",8.96,2024-06-18
"154","06-18-2024_15:32:41",8.96,2024-06-18
"155","06-18-2024_19:32:41",8.96,2024-06-18
"156","06-18-2024_23:32:41",8.96,2024-06-18
"157","06-19-2024_03:32:41",8.96,2024-06-19
"158","06-19-2024_07:32:41",8.96,2024-06-19
"159","06-19-2024_11:32:41",8.96,2024-06-19
"160","06-19-2024_15:32:41",8.96,2024-06-19
"161","06-19-2024_19:32:41",8.96,2024-06-19
"162","06-19-2024_23:32:41",8.96,2024-06-19
"163","06-20-2024_03:32:41",8.96,2024-06-20
"164","06-20-2024_07:32:41",8.96,2024-06-20
"165","06-20-2024_11:32:42",8.96,2024-06-20
"166","06-20-2024_15:32:42",8.88,2024-06-20
"167","06-20-2024_19:32:42",8.88,2024-06-20
"168","06-20-2024_23:32:42",8.79,2024-06-20
"169","06-21-2024_03:32:42",8.79,2024-06-21
"170","06-21-2024_07:32:42",8.79,2024-06-21
"171","06-21-2024_11:32:42",8.88,2024-06-21
"172","06-21-2024_15:32:42",8.88,2024-06-21
"173","06-21-2024_19:32:42",8.88,2024-06-21
"174","06-21-2024_23:32:42",9.13,2024-06-21
"175","06-22-2024_03:32:42",9.22,2024-06-22
"176","06-22-2024_07:32:42",9.13,2024-06-22
"177","06-22-2024_11:32:42",9.13,2024-06-22
"178","06-22-2024_15:32:42",9.13,2024-06-22
"179","06-22-2024_19:32:42",9.05,2024-06-22
"180","06-22-2024_23:32:42",8.96,2024-06-22
"181","06-23-2024_03:32:42",9.05,2024-06-23
"182","06-23-2024_07:32:42",8.96,2024-06-23
"183","06-23-2024_11:32:42",9.05,2024-06-23
"184","06-23-2024_15:32:42",9.13,2024-06-23
"185","06-23-2024_19:32:42",8.96,2024-06-23
"186","06-23-2024_23:32:42",9.05,2024-06-23
"187","06-24-2024_03:32:42",9.13,2024-06-24
"188","06-24-2024_07:32:42",9.13,2024-06-24
"189","06-24-2024_11:32:42",9.13,2024-06-24
"190","06-24-2024_15:32:42",9.47,2024-06-24
"191","06-24-2024_19:32:42",9.39,2024-06-24
"192","06-24-2024_23:32:42",9.05,2024-06-24
"193","06-25-2024_03:32:42",8.79,2024-06-25
"194","06-25-2024_07:32:42",8.37,2024-06-25
"195","06-25-2024_11:32:42",8.2,2024-06-25
"196","06-25-2024_15:32:42",7.68,2024-06-25
"197","06-25-2024_19:32:42",7.42,2024-06-25
"198","06-25-2024_23:32:42",7.42,2024-06-25
"199","06-26-2024_03:32:42",7.6,2024-06-26
"200","06-26-2024_07:32:42",7.6,2024-06-26
"201","06-26-2024_11:32:42",7.68,2024-06-26
"202","06-26-2024_15:32:42",7.77,2024-06-26
"203","06-26-2024_19:32:42",7.77,2024-06-26
"204","06-26-2024_23:32:42",7.77,2024-06-26
"205","06-27-2024_03:32:42",7.85,2024-06-27
"206","06-27-2024_07:32:42",7.85,2024-06-27
"207","06-27-2024_11:32:42",7.85,2024-06-27
"208","06-27-2024_15:32:42",7.77,2024-06-27
"209","06-27-2024_19:32:42",7.77,2024-06-27
