"","UTC","Latitude","Longitude","platform","OL_31.5","OL_63","OL_125","OL_250","OL_500","OL_1000","OL_2000","OL_4000","OL_8000","OL_16000"
"1",2023-06-16,-74.82,38.71,"NEFSC_DE_202306_DB01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",2023-06-16 01:00:00,-74.82,38.71,"NEFSC_DE_202306_DB01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",2023-06-16 02:00:00,-74.82,38.71,"NEFSC_DE_202306_DB01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",2023-06-16 03:00:00,-74.82,38.71,"NEFSC_DE_202306_DB01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",2023-06-16 04:00:00,-74.82,38.71,"NEFSC_DE_202306_DB01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",2023-06-16 05:00:00,-74.82,38.71,"NEFSC_DE_202306_DB01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",2023-06-16 06:00:00,-74.82,38.71,"NEFSC_DE_202306_DB01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",2023-06-16 07:00:00,-74.82,38.71,"NEFSC_DE_202306_DB01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",2023-06-16 08:00:00,-74.82,38.71,"NEFSC_DE_202306_DB01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",2023-06-16 09:00:00,-74.82,38.71,"NEFSC_DE_202306_DB01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",2023-06-16 10:00:00,-74.82,38.71,"NEFSC_DE_202306_DB01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",2023-06-16 11:00:00,-74.82,38.71,"NEFSC_DE_202306_DB01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",2023-06-16 12:00:00,-74.82,38.71,"NEFSC_DE_202306_DB01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",2023-06-16 13:00:00,-74.82,38.71,"NEFSC_DE_202306_DB01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",2023-06-16 14:00:00,-74.82,38.71,"NEFSC_DE_202306_DB01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",2023-06-16 15:00:00,-74.82,38.71,"NEFSC_DE_202306_DB01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",2023-06-16 16:00:00,-74.82,38.71,"NEFSC_DE_202306_DB01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",2023-06-16 17:00:00,-74.82,38.71,"NEFSC_DE_202306_DB01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",2023-06-16 18:00:00,-74.82,38.71,"NEFSC_DE_202306_DB01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",2023-06-16 19:00:00,-74.82,38.71,"NEFSC_DE_202306_DB01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",2023-06-16 20:00:00,-74.82,38.71,"NEFSC_DE_202306_DB01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",2023-06-16 21:00:00,-74.82,38.71,"NEFSC_DE_202306_DB01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",2023-06-16 22:00:00,-74.82,38.71,"NEFSC_DE_202306_DB01",92.301278209912,83.6601446177365,92.8787534454635,95.4750859153197,102.662674460943,92.136971079469,88.9386266457403,87.4152571830538,87.6379229387351,87.8635403535427
"24",2023-06-16 23:00:00,-74.82,38.71,"NEFSC_DE_202306_DB01",89.4078876108594,81.6010696555511,86.6981194005599,96.1034206840654,103.295614896421,89.8206517921954,85.2704887459267,82.6786897649613,83.493654505194,87.3719781189287
"25",2023-06-17,-74.82,38.71,"NEFSC_DE_202306_DB01",81.0733505491047,80.1580198035537,88.6665739330337,100.465803305727,107.898426423039,99.0464131020863,92.7901070987637,86.6537069573878,83.7139465191481,88.068015752198
"26",2023-06-17 01:00:00,-74.82,38.71,"NEFSC_DE_202306_DB01",81.9332809414841,83.0665175321971,98.8196889520541,113.384950806523,119.205545374693,111.803904748047,105.054747651168,99.5413869112535,86.8209299098613,88.2789443991416
"27",2023-06-17 02:00:00,-74.82,38.71,"NEFSC_DE_202306_DB01",95.9269242725287,87.8141892290074,99.6372758810045,116.136568378281,121.570258696415,109.815204042111,100.129531127691,94.147512118007,85.4393245528057,87.3886539971966
"28",2023-06-17 03:00:00,-74.82,38.71,"NEFSC_DE_202306_DB01",103.685246297278,98.4016521998917,106.812566978343,118.118220702235,123.049791351589,111.928801348323,104.163859780817,98.3273518348451,91.79994896617,88.2277889822637
"29",2023-06-17 04:00:00,-74.82,38.71,"NEFSC_DE_202306_DB01",101.622406933603,92.2743628094224,99.2459752409127,116.013059192551,122.084490061545,109.113319947605,96.2322130074775,89.5814028458337,86.1057803758781,87.7758528648087
"30",2023-06-17 05:00:00,-74.82,38.71,"NEFSC_DE_202306_DB01",94.1796340967695,86.293625055641,97.8985212826724,113.415418642539,120.243233996051,107.559728291871,96.6122191807813,91.0728787754071,87.0331821445619,87.2994013933054
"31",2023-06-17 06:00:00,-74.82,38.71,"NEFSC_DE_202306_DB01",88.2431512441922,81.422744861751,90.9151194275048,105.725668153135,112.35455362827,103.464641235211,96.8935363543548,91.2685785401111,87.0818197687495,87.9853399327271
"32",2023-06-17 07:00:00,-74.82,38.71,"NEFSC_DE_202306_DB01",90.3030863595886,82.7594208261301,88.8620315369482,100.079904970367,105.684271885988,103.347760364543,97.977823639042,92.2274482367604,88.0424252932322,91.8444703720252
"33",2023-06-17 08:00:00,-74.82,38.71,"NEFSC_DE_202306_DB01",97.1124954696652,103.751320895489,107.588835197742,103.157675720832,105.783665783018,104.326156186062,99.6798832184934,94.1230193143694,89.7893340539364,89.7059671731689
"34",2023-06-17 09:00:00,-74.82,38.71,"NEFSC_DE_202306_DB01",101.049414721051,105.718077140684,108.073699743331,101.592272217293,95.9202509276671,98.6615906310773,98.404494313927,95.7004922821096,92.4193800559901,88.9732849630124
"35",2023-06-17 10:00:00,-74.82,38.71,"NEFSC_DE_202306_DB01",96.1209308817471,87.9301598750368,85.9873066017586,89.3277003409007,88.9844541026297,91.4963931039649,91.6139411566349,91.161171453043,89.9813031252746,88.8087790070414
"36",2023-06-17 11:00:00,-74.82,38.71,"NEFSC_DE_202306_DB01",88.1555507345908,85.0044309549213,93.4177684239938,97.540845638237,94.3665836798742,96.2845411998571,97.0095872395474,96.231749998592,94.8694061074574,91.5421253491057
"37",2023-06-17 12:00:00,-74.82,38.71,"NEFSC_DE_202306_DB01",81.146008064748,84.1598238349906,91.2565979162764,94.929289279364,95.3326208105082,96.5537624517705,95.6462847167605,94.7918059126089,93.9751791250051,90.766035055585
"38",2023-06-17 13:00:00,-74.82,38.71,"NEFSC_DE_202306_DB01",95.5116521636361,92.0725618825645,94.444335462687,94.6255802437309,93.807035589728,95.2814646762127,94.8679685692842,93.3878875890105,92.1878439953027,89.8293304080235
"39",2023-06-17 14:00:00,-74.82,38.71,"NEFSC_DE_202306_DB01",99.7837495886245,92.7820230469496,94.7666683638239,95.3899925011234,93.829313404739,95.8112055087949,96.0590214926204,93.9883987133491,92.1382496275858,90.0005144261092
"40",2023-06-17 15:00:00,-74.82,38.71,"NEFSC_DE_202306_DB01",99.9451752377873,98.8572085145757,100.309628345029,100.293842814455,98.2692077094995,99.6822288230831,99.1028335637069,96.4926934022448,94.4848625595505,93.0822774302935
"41",2023-06-17 16:00:00,-74.82,38.71,"NEFSC_DE_202306_DB01",94.4929191848278,86.4664852361403,85.9579705218065,90.6469631696342,90.6872568044856,94.1024885069298,93.7240967473848,91.4583682247921,88.7246539324805,86.6714643006989
"42",2023-06-17 17:00:00,-74.82,38.71,"NEFSC_DE_202306_DB01",84.7214986321995,81.5702172538671,87.0820867189768,90.8152722870812,90.3475011409703,92.7734266611337,92.2500964883304,91.7408361510067,89.1631089382203,86.492864455025
"43",2023-06-17 18:00:00,-74.82,38.71,"NEFSC_DE_202306_DB01",81.6974338119318,80.1173620938523,85.0047774562726,89.2836594949032,88.5106361637477,92.055522124719,92.285521803363,91.2871141509217,88.7612370173809,85.3042339145365
"44",2023-06-17 19:00:00,-74.82,38.71,"NEFSC_DE_202306_DB01",91.0947399989549,87.8014558687077,95.6026779685658,96.6384617914365,97.1469747514303,96.8751626298754,95.9772237758749,95.3757782263619,93.6865666424179,88.920547464563
"45",2023-06-17 20:00:00,-74.82,38.71,"NEFSC_DE_202306_DB01",99.9741423837268,91.1232660732219,93.7781431508246,93.8590447327661,95.4524337240339,95.9470686954039,93.3945425724496,90.3867172361468,88.351143474501,89.7211933253031
"46",2023-06-17 21:00:00,-74.82,38.71,"NEFSC_DE_202306_DB01",101.204435778271,93.2212868163485,94.638711422832,96.3103768556181,100.996319991172,94.2501188102206,93.0181596020541,90.6781593356213,87.4463317696175,86.1901454573423
"47",2023-06-17 22:00:00,-74.82,38.71,"NEFSC_DE_202306_DB01",93.2357548920649,85.0333299889374,87.6194946099839,97.2290137031403,103.977002996575,91.3145130828472,87.5108531869767,85.3700589185387,84.0514255454182,83.7757555745629
