"","UTC","Latitude","Longitude","platform","OL_31.5","OL_63","OL_125","OL_250","OL_500","OL_1000","OL_2000","OL_4000","OL_8000","OL_16000"
"1",2023-01-11,-74.82,38.71,"NEFSC_DE_202301_DB01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",2023-01-11 01:00:00,-74.82,38.71,"NEFSC_DE_202301_DB01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",2023-01-11 02:00:00,-74.82,38.71,"NEFSC_DE_202301_DB01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",2023-01-11 03:00:00,-74.82,38.71,"NEFSC_DE_202301_DB01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",2023-01-11 04:00:00,-74.82,38.71,"NEFSC_DE_202301_DB01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",2023-01-11 05:00:00,-74.82,38.71,"NEFSC_DE_202301_DB01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",2023-01-11 06:00:00,-74.82,38.71,"NEFSC_DE_202301_DB01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",2023-01-11 07:00:00,-74.82,38.71,"NEFSC_DE_202301_DB01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",2023-01-11 08:00:00,-74.82,38.71,"NEFSC_DE_202301_DB01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",2023-01-11 09:00:00,-74.82,38.71,"NEFSC_DE_202301_DB01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",2023-01-11 10:00:00,-74.82,38.71,"NEFSC_DE_202301_DB01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",2023-01-11 11:00:00,-74.82,38.71,"NEFSC_DE_202301_DB01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",2023-01-11 12:00:00,-74.82,38.71,"NEFSC_DE_202301_DB01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",2023-01-11 13:00:00,-74.82,38.71,"NEFSC_DE_202301_DB01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",2023-01-11 14:00:00,-74.82,38.71,"NEFSC_DE_202301_DB01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",2023-01-11 15:00:00,-74.82,38.71,"NEFSC_DE_202301_DB01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",2023-01-11 16:00:00,-74.82,38.71,"NEFSC_DE_202301_DB01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",2023-01-11 17:00:00,-74.82,38.71,"NEFSC_DE_202301_DB01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",2023-01-11 18:00:00,-74.82,38.71,"NEFSC_DE_202301_DB01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",2023-01-11 19:00:00,-74.82,38.71,"NEFSC_DE_202301_DB01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
