"","Datetime_UTC","Internal_temp_C","Date"
"1","26-11-2023_00:25:53",13.15,2023-11-26
"2","26-11-2023_04:25:53",13.15,2023-11-26
"3","26-11-2023_08:25:53",13.07,2023-11-26
"4","26-11-2023_12:25:53",12.99,2023-11-26
"5","26-11-2023_16:25:53",13.07,2023-11-26
"6","26-11-2023_20:25:53",13.07,2023-11-26
"7","27-11-2023_00:25:53",12.99,2023-11-27
"8","27-11-2023_04:25:53",13.07,2023-11-27
"9","27-11-2023_08:25:53",12.99,2023-11-27
"10","27-11-2023_12:25:53",13.07,2023-11-27
"11","27-11-2023_16:25:53",13.07,2023-11-27
"12","27-11-2023_20:25:53",13.07,2023-11-27
"13","28-11-2023_00:25:53",13.07,2023-11-28
"14","28-11-2023_04:25:53",12.99,2023-11-28
"15","28-11-2023_08:25:53",12.99,2023-11-28
"16","28-11-2023_12:25:53",12.82,2023-11-28
"17","28-11-2023_16:25:53",12.9,2023-11-28
"18","28-11-2023_20:25:53",12.9,2023-11-28
"19","29-11-2023_00:25:53",12.82,2023-11-29
"20","29-11-2023_04:25:53",12.57,2023-11-29
"21","29-11-2023_08:25:53",12.49,2023-11-29
"22","29-11-2023_12:25:53",12.32,2023-11-29
"23","29-11-2023_16:25:53",12.32,2023-11-29
"24","29-11-2023_20:25:53",12.41,2023-11-29
"25","30-11-2023_00:25:53",12.41,2023-11-30
"26","30-11-2023_04:25:53",12.57,2023-11-30
"27","30-11-2023_08:25:53",12.49,2023-11-30
"28","30-11-2023_12:25:53",12.41,2023-11-30
"29","30-11-2023_16:25:53",12.41,2023-11-30
"30","30-11-2023_20:25:53",12.41,2023-11-30
"31","01-12-2023_00:25:53",12.41,2023-12-01
"32","01-12-2023_04:25:53",12.41,2023-12-01
"33","01-12-2023_08:25:53",12.41,2023-12-01
"34","01-12-2023_12:25:53",12.49,2023-12-01
"35","01-12-2023_16:25:53",12.41,2023-12-01
"36","01-12-2023_20:25:53",12.49,2023-12-01
"37","02-12-2023_00:25:53",12.49,2023-12-02
"38","02-12-2023_04:25:53",12.74,2023-12-02
"39","02-12-2023_08:25:53",12.9,2023-12-02
"40","02-12-2023_12:25:53",13.48,2023-12-02
"41","02-12-2023_16:25:53",13.4,2023-12-02
"42","02-12-2023_20:25:53",13.48,2023-12-02
"43","03-12-2023_00:25:53",13.57,2023-12-03
"44","03-12-2023_04:25:53",13.65,2023-12-03
"45","03-12-2023_08:25:53",13.73,2023-12-03
"46","03-12-2023_12:25:53",13.73,2023-12-03
"47","03-12-2023_16:25:53",13.73,2023-12-03
"48","03-12-2023_20:25:53",13.73,2023-12-03
"49","04-12-2023_00:25:53",13.82,2023-12-04
"50","04-12-2023_04:25:53",13.9,2023-12-04
